newlyConst,balcony,totalRent,hasKitchen,cellar,livingSpace,lift,typeOfFlat,geo_plz,noRooms,garden,regio3,date,buildingAge,schufa_yn,PersonalInfo_yn,incomeProof_yn,guarantee_yn,debtFreeProof_yn,ID_yn,utilitiesPrice
0,1,559.0,0,0,42.57,0,apartment,13593,1.0,0,Spandau,Oct19,51.0,0,0,0,0,0,0,180.0
0,0,1015.0,0,0,70.88,0,apartment,10553,2.0,0,Tiergarten,Feb20,128.0,0,0,0,0,0,0,200.0
0,1,765.0,0,1,50.03,1,ground_floor,13407,1.0,0,Reinickendorf,Feb20,61.0,0,0,0,0,0,0,135.0
0,1,581.13,1,0,52.48,0,ground_floor,12357,2.0,0,Neukölln,Feb20,35.0,0,0,0,0,0,0,205.13
0,1,437.66,0,0,41.0,0,apartment,12351,1.0,0,Neukölln,Feb20,57.0,0,0,0,0,0,0,140.66000000000003
0,1,1250.02,1,0,62.06,1,apartment,10785,2.0,0,Tiergarten,Oct19,5.0,0,0,0,0,0,0,195.02
0,1,1529.0,1,1,71.0,1,apartment,10711,2.5,1,Wilmersdorf,Feb20,2.0,0,0,0,0,0,0,160.0
1,0,1720.93,1,0,97.45,1,apartment,10315,4.0,0,Lichtenberg,Feb20,1.0,0,0,0,0,0,0,308.93000000000006
0,1,1859.0,0,0,145.0,0,roof_storey,13357,4.0,0,Wedding,Oct19,120.0,0,0,0,0,0,0,260.0
0,1,1330.0,1,1,108.0,0,apartment,13349,3.0,0,Wedding,Feb20,102.0,0,0,0,0,0,0,250.0
1,1,1250.0,1,1,71.29,1,apartment,13158,2.5,1,Pankow,Oct19,1.0,0,0,0,0,0,0,250.0
1,0,769.0,1,0,22.0,1,apartment,10965,1.0,0,Kreuzberg,Sep18,2.0,0,0,0,0,0,0,0.0
0,1,1440.0,1,1,75.06,1,apartment,10115,2.0,0,Mitte,May19,4.0,0,0,0,0,0,0,190.0
0,1,899.0,1,0,72.0,0,maisonette,13403,2.0,0,Reinickendorf,Oct19,28.0,0,0,0,0,0,0,230.0
0,1,2150.0,1,1,95.8,1,apartment,10965,3.0,1,Kreuzberg,Feb20,10.0,0,0,0,0,0,0,350.0
1,1,2045.5,1,1,130.0,1,roof_storey,13088,4.0,0,Weißensee,Feb20,1.0,0,0,0,0,0,0,300.5
0,1,574.42,1,1,41.81,0,apartment,12589,1.0,1,Köpenick,Sep18,22.0,0,0,0,0,0,0,135.41999999999996
0,1,1598.0,0,1,118.0,1,apartment,10315,4.0,0,Lichtenberg,Feb20,4.0,0,0,0,0,0,0,300.0
0,1,1759.0,0,0,108.87,0,apartment,10249,3.0,0,Friedrichshain,Feb20,119.0,0,0,0,0,0,0,180.0
0,1,678.86,1,1,59.88,0,apartment,13595,2.0,0,Spandau,Sep18,102.0,0,0,0,0,0,0,110.86
0,1,1380.0,1,0,85.0,0,apartment,13086,3.5,1,Weißensee,Feb20,90.0,0,0,1,0,0,0,280.0
0,1,610.0,0,1,50.0,0,ground_floor,12347,1.0,0,Neukölln,Feb20,101.0,0,0,0,0,0,0,60.0
0,0,899.0,1,0,50.47,0,apartment,10553,2.0,0,Tiergarten,Sep18,101.0,0,0,0,0,0,1,131.0
0,0,420.96,0,0,43.35,0,apartment,10551,1.0,0,Tiergarten,Feb20,120.0,0,0,0,0,0,0,100.95999999999998
1,0,1300.0,1,0,38.36,1,apartment,10629,1.0,1,Charlottenburg,Feb20,1.0,0,0,0,0,0,0,195.0
0,0,798.95,0,1,59.95,0,roof_storey,13407,2.0,0,Reinickendorf,Feb20,92.0,0,0,0,0,0,0,248.95000000000005
0,1,899.01,1,1,62.32,0,apartment,12309,2.0,0,Tempelhof,Oct19,31.0,0,0,0,0,0,0,167.01
0,1,736.0,1,1,67.35,0,apartment,13587,2.0,0,Spandau,Sep18,58.0,0,0,0,0,0,0,170.0
0,0,425.0,1,0,22.1,1,apartment,12459,1.0,0,Köpenick,Feb20,120.0,0,0,0,0,0,0,65.0
1,1,2112.0,1,1,99.61,1,ground_floor,10179,4.0,1,Mitte,Sep18,2.0,0,0,0,0,0,0,269.0
0,1,910.0,1,1,56.5,0,roof_storey,13507,2.0,0,Reinickendorf,Sep18,84.0,0,0,0,0,0,0,180.0
0,1,2499.0,1,0,200.65,1,apartment,14055,4.0,0,Charlottenburg,Sep18,50.0,0,0,0,0,0,0,520.0
1,1,1800.0,1,1,80.9,1,apartment,10179,3.0,0,Mitte,Feb20,1.0,0,0,0,0,0,0,240.0
0,1,748.11,0,1,66.73,1,ground_floor,12685,3.0,0,Marzahn,Sep18,40.0,0,0,0,0,0,0,184.11
1,1,983.9,0,0,61.42,0,penthouse,12526,2.0,1,Treptow,Feb20,1.0,0,0,0,0,0,0,122.89999999999998
0,1,739.9,1,0,54.85,1,apartment,10551,2.0,0,Tiergarten,May19,52.0,0,0,0,0,0,0,143.89999999999995
0,0,1412.0,0,0,97.63,0,apartment,10439,3.0,0,Prenzlauer Berg,Sep18,122.0,0,0,0,0,0,0,240.0
0,1,947.0,0,1,68.52,1,apartment,13585,2.0,0,Spandau,Sep18,110.0,0,0,0,0,0,0,97.0
0,1,1981.0,1,0,121.99,0,maisonette,12489,4.0,0,Treptow,Feb20,3.0,0,0,0,0,0,0,396.0
0,0,1523.5,0,0,121.88,0,apartment,10247,3.0,0,Friedrichshain,Feb20,120.0,0,0,0,0,0,0,183.5
0,0,655.0,1,1,55.2,0,ground_floor,13125,1.5,0,Weißensee,Feb20,24.0,0,0,0,0,0,0,149.0
1,1,1170.0,1,0,73.82,1,apartment,13053,3.0,0,Hohenschönhausen,May19,1.0,0,0,0,0,0,0,215.0
0,0,920.0,0,0,65.0,0,apartment,10625,2.0,0,Charlottenburg,Sep18,120.0,0,0,0,0,0,0,205.0
0,1,1015.83,0,1,65.18,0,apartment,10407,3.0,0,Prenzlauer Berg,Sep18,94.0,0,0,0,0,0,0,201.83000000000004
0,1,1149.0,0,0,83.12,0,apartment,12203,3.0,0,Steglitz,Oct19,110.0,0,0,0,0,0,0,210.0
0,1,895.14,0,0,75.16,0,apartment,13129,3.0,0,Weißensee,Feb20,23.0,0,0,0,0,0,0,170.14
0,0,649.0,0,0,52.0,0,ground_floor,13595,2.0,0,Spandau,May19,112.0,0,0,0,0,0,0,120.0
0,1,2358.0,1,0,140.0,0,roof_storey,10961,3.0,0,Kreuzberg,Sep18,120.0,0,0,0,0,0,0,168.0
0,1,708.4,1,1,59.71,0,apartment,13189,2.0,0,Pankow,Feb20,23.0,0,0,0,0,0,0,151.39999999999995
0,1,883.0,0,1,62.0,0,apartment,12459,3.0,0,Köpenick,Sep18,70.0,0,0,0,0,0,0,188.0
0,1,3060.0,1,1,127.66,1,roof_storey,10179,4.0,0,Mitte,Feb20,34.0,0,0,0,0,0,0,336.0
0,1,1174.0,0,0,78.84,0,apartment,12167,3.0,0,Steglitz,May19,120.0,0,0,0,0,0,0,145.0
0,0,290.08,0,0,32.63,0,apartment,13057,1.0,0,Hohenschönhausen,May19,31.0,0,0,0,0,0,0,62.079999999999984
0,1,484.79,0,0,32.7,1,apartment,13359,1.0,0,Wedding,Feb20,51.0,0,0,0,0,0,0,167.79000000000005
0,0,995.0,1,0,69.0,0,apartment,14167,2.0,0,Zehlendorf,May19,100.0,0,0,0,0,0,1,155.0
0,1,419.18,0,1,39.36,0,apartment,12689,1.0,0,Marzahn,Feb20,33.0,1,0,0,0,0,0,89.18
0,0,1039.86,0,1,92.0,0,apartment,10997,2.0,0,Kreuzberg,May19,130.0,0,0,0,0,0,0,135.8599999999999
0,0,2217.44,1,1,110.0,1,apartment,10715,3.0,0,Wilmersdorf,Sep18,108.0,0,0,0,0,0,0,251.44000000000003
0,1,4170.0,1,1,190.0,1,maisonette,10719,4.0,0,Wilmersdorf,Feb20,8.0,0,0,0,0,0,0,570.0
1,0,999.0,1,0,30.98,1,apartment,10179,1.0,1,Mitte,Oct19,2.0,0,0,0,0,0,0,171.0
0,1,444.45,0,0,43.0,0,apartment,12309,1.0,0,Tempelhof,Feb20,44.0,0,0,0,0,0,0,150.45
0,1,1410.26,1,0,78.21,1,apartment,10405,2.0,0,Prenzlauer Berg,Feb20,5.0,0,0,0,0,0,0,198.26
0,1,1115.0,1,1,65.7,0,half_basement,14059,2.0,0,Charlottenburg,May19,118.0,0,0,0,0,0,0,195.0
0,0,1130.0,1,0,75.0,0,ground_floor,10247,2.0,0,Friedrichshain,Feb20,120.0,0,0,0,0,0,0,280.0
0,1,1315.0,1,1,83.0,1,apartment,12489,3.0,0,Treptow,Oct19,3.0,1,0,1,0,0,0,321.0
1,1,800.0,1,1,35.0,1,apartment,10315,1.0,1,Lichtenberg,Feb20,1.0,1,0,1,0,0,0,200.0
0,1,1917.13,0,0,99.85,1,apartment,10245,3.0,0,Friedrichshain,May19,120.0,0,0,0,0,0,0,320.1300000000001
0,1,706.9,0,0,70.28,1,apartment,12629,3.0,0,Hellersdorf,Oct19,31.0,0,0,0,0,0,0,221.9
0,1,633.26,0,0,58.5,0,ground_floor,13055,2.0,0,Hohenschönhausen,Feb20,86.0,0,0,0,0,0,0,136.26
0,0,354.25,0,1,32.5,0,apartment,12629,1.0,0,Hellersdorf,Feb20,32.0,0,0,0,0,0,0,78.25
0,0,1599.0,1,1,78.0,0,apartment,10625,2.0,0,Charlottenburg,Oct19,116.0,0,0,0,0,0,0,195.0
0,0,1489.0,0,1,84.4,0,ground_floor,13086,4.0,0,Weißensee,May19,100.0,0,0,0,0,0,0,211.0
0,0,875.0,1,0,42.95,0,ground_floor,13407,1.0,0,Reinickendorf,Oct19,87.0,0,0,0,0,0,0,125.0
1,1,1197.58,0,1,86.88,1,roof_storey,12627,3.0,0,Hellersdorf,Oct19,2.0,0,0,0,0,0,0,249.57999999999996
1,0,795.0,1,0,55.93,0,ground_floor,13403,2.0,0,Reinickendorf,Feb20,1.0,0,0,0,0,0,0,125.0
1,1,3400.0,1,1,98.0,1,apartment,10179,3.0,1,Mitte,Sep18,3.0,0,0,0,0,0,0,570.0
0,1,4400.0,1,1,236.0,1,roof_storey,10961,5.0,0,Kreuzberg,Oct19,153.0,0,0,0,0,0,0,450.0
0,1,1145.18,1,1,100.7,1,apartment,14055,3.0,0,Charlottenburg,Sep18,38.0,0,0,0,0,0,0,400.18000000000006
1,1,1390.0,1,1,60.18,1,apartment,10115,2.0,0,Mitte,May19,2.0,0,0,0,0,0,0,200.0
0,1,467.21,0,1,29.46,0,apartment,13591,1.0,0,Spandau,Feb20,58.0,0,0,0,0,0,0,114.20999999999998
0,1,1635.0,0,0,73.0,0,apartment,12045,3.0,0,Neukölln,Feb20,120.0,0,0,0,0,0,0,135.0
0,1,515.0,0,0,44.5,1,apartment,13437,1.0,0,Reinickendorf,Oct19,50.0,0,0,0,0,0,0,135.0
1,1,1869.46,1,1,89.0,1,apartment,14193,3.0,0,Wilmersdorf,Oct19,1.0,0,0,0,0,0,0,186.46000000000004
0,0,1100.96,0,0,81.61,0,terraced_flat,12359,3.0,0,Neukölln,Sep18,26.0,0,0,0,0,0,0,223.96000000000004
0,0,569.0,0,0,34.56,0,apartment,13353,1.0,0,Wedding,Oct19,115.0,0,0,0,0,0,0,103.0
0,1,1072.62,0,1,79.45,1,apartment,13597,2.0,0,Spandau,Oct19,46.0,0,0,0,0,0,0,198.61999999999992
0,1,912.18,0,0,84.0,1,apartment,14055,2.5,0,Charlottenburg,Feb20,51.0,0,0,0,0,0,0,240.17999999999995
0,1,484.22,0,1,33.86,0,ground_floor,12627,1.0,0,Hellersdorf,Oct19,30.0,0,0,0,0,0,0,111.22000000000004
0,1,2139.54,1,0,107.76,1,apartment,10585,3.0,0,Charlottenburg,May19,4.0,0,0,0,0,0,0,424.54
0,1,2230.0,1,1,124.0,1,roof_storey,10713,4.0,0,Wilmersdorf,Feb20,84.0,0,0,0,0,0,0,370.0
0,1,1959.0,1,1,113.46,0,apartment,10965,4.0,0,Kreuzberg,Sep18,114.0,0,0,0,0,0,0,143.0
0,0,509.0,0,0,44.0,1,apartment,13469,1.0,0,Reinickendorf,Sep18,51.0,0,0,0,0,0,0,160.0
0,1,1431.4,0,1,75.4,0,apartment,13187,2.0,0,Pankow,Oct19,120.0,0,0,0,0,0,0,225.40000000000006
1,1,840.0,1,0,24.05,1,penthouse,10625,1.0,1,Charlottenburg,Oct19,1.0,0,0,0,0,0,0,115.0
0,1,1205.0,0,1,90.89,1,apartment,13057,4.0,0,Hohenschönhausen,May19,36.0,0,0,0,0,0,0,206.0
0,1,500.0,0,0,35.5,1,raised_ground_floor,10585,1.0,0,Charlottenburg,Feb20,61.0,0,0,0,0,0,0,120.0
0,1,2650.0,0,1,146.43,1,roof_storey,13187,4.0,0,Pankow,Feb20,23.0,0,0,0,0,0,0,454.0
0,1,654.2,0,1,66.08,1,apartment,12459,2.0,0,Köpenick,Sep18,120.0,0,0,0,0,0,0,212.20000000000005
0,0,1368.0,1,1,70.0,0,apartment,10961,3.0,0,Kreuzberg,May19,67.0,0,0,0,0,0,0,178.0
0,1,1750.0,1,1,108.0,1,apartment,10789,3.0,0,Schöneberg,Sep18,33.0,0,0,0,0,0,0,200.0
1,1,999.51,1,1,74.28,1,apartment,12683,2.0,1,Marzahn,Oct19,1.0,0,0,0,0,0,0,207.51
1,1,2220.0,1,1,100.75,0,apartment,10623,3.5,0,Tiergarten,Oct19,2.0,0,0,0,0,0,0,320.0
0,0,1100.0,1,1,66.89,0,maisonette,13086,2.0,0,Weißensee,May19,100.0,0,0,0,0,0,0,160.0
0,1,797.1,1,0,32.7,0,ground_floor,12489,1.5,0,Treptow,Feb20,2.0,0,0,0,0,0,0,143.10000000000005
0,1,1489.66,0,1,126.02,0,maisonette,12249,3.0,0,Steglitz,Sep18,27.0,0,0,0,0,0,0,390.66000000000014
0,1,2641.0,0,0,220.0,0,apartment,12101,8.0,0,Tempelhof,Sep18,97.0,0,0,0,0,0,0,485.0
0,0,1000.0,1,0,41.14,0,apartment,10965,1.0,0,Kreuzberg,May19,120.0,0,0,0,0,0,0,100.0
0,0,2065.02,1,0,106.83,1,roof_storey,10117,3.0,0,Mitte,May19,24.0,0,0,0,0,0,0,406.02
0,1,4500.0,1,1,165.0,1,apartment,10629,4.0,0,Charlottenburg,May19,112.0,0,0,0,0,0,0,500.0
0,1,899.0,0,0,73.85,0,ground_floor,13127,3.0,0,Buchholz,May19,89.0,0,0,0,0,0,0,200.0
0,1,2555.0,1,1,125.46,1,apartment,10785,3.0,0,Tiergarten,Feb20,22.0,0,0,0,0,0,0,565.0
0,1,1214.1,0,1,93.94,0,apartment,12103,3.0,0,Tempelhof,Sep18,100.0,0,0,0,0,0,0,250.09999999999994
0,1,1113.0,0,1,83.01,0,apartment,12555,3.0,0,Köpenick,May19,114.0,0,0,0,0,0,0,115.0
1,0,1612.4,0,1,118.95,0,apartment,13189,3.0,0,Pankow,Oct19,2.0,0,0,0,0,0,0,185.40000000000006
1,0,1959.0,1,1,78.0,1,apartment,10557,2.0,0,Tiergarten,Feb20,1.0,0,0,0,0,0,0,239.0
1,1,2041.0,1,1,96.73,1,ground_floor,10557,3.0,0,Tiergarten,Feb20,1.0,0,0,0,0,0,0,291.0
0,1,1460.0,1,1,68.0,1,apartment,10245,2.0,0,Friedrichshain,Oct19,4.0,0,0,0,0,0,0,170.0
0,0,1150.0,1,0,65.0,0,apartment,12049,2.0,0,Neukölln,Oct19,110.0,0,0,0,0,0,0,200.0
0,1,830.0,1,1,63.84,0,roof_storey,12305,2.0,0,Tempelhof,Sep18,28.0,0,0,0,0,0,0,255.0
1,1,1349.0,0,1,101.29,1,ground_floor,12439,3.0,0,Treptow,May19,2.0,0,0,0,0,0,0,274.0
1,1,1884.2,1,0,130.0,0,apartment,12621,4.0,0,Hellersdorf,Feb20,1.0,0,0,0,0,0,1,390.2000000000001
0,1,2467.0,1,1,144.84,0,terraced_flat,10317,4.0,1,Lichtenberg,Feb20,160.0,0,0,0,0,0,0,440.0
0,1,597.0,0,0,54.0,0,apartment,13353,2.0,0,Wedding,Feb20,115.0,0,0,0,0,0,0,120.0
0,1,2975.0,1,1,170.0,1,maisonette,10115,5.0,0,Mitte,Oct19,108.0,0,0,0,0,0,0,425.0
0,1,1266.3,1,1,64.9,1,apartment,10557,2.0,1,Tiergarten,Feb20,56.0,0,0,0,0,0,0,163.29999999999995
1,1,1140.0,1,1,69.2,1,apartment,12683,2.0,1,Marzahn,May19,1.0,0,0,0,0,0,0,201.0
0,1,729.38,0,1,73.06,0,apartment,12355,3.0,0,Neukölln,May19,46.0,0,0,0,0,0,0,226.38
0,0,1154.25,0,1,80.46,0,ground_floor,12249,2.2,1,Steglitz,Feb20,22.0,0,0,0,0,0,0,293.25
0,1,1443.0,1,0,87.28,1,apartment,12163,3.0,1,Steglitz,May19,45.0,0,0,0,0,0,0,300.0
0,0,1750.0,1,1,95.4,0,ground_floor,10629,3.0,1,Charlottenburg,Sep18,115.0,0,0,0,0,0,0,250.0
0,0,1329.0,0,0,77.1,0,apartment,10439,2.5,0,Prenzlauer Berg,Feb20,110.0,0,0,0,0,0,0,229.0
0,1,3487.0,1,1,217.0,1,apartment,14057,6.0,0,Charlottenburg,May19,120.0,0,0,0,0,0,0,456.0
1,1,1847.16,1,1,97.0,1,ground_floor,14193,3.0,0,Wilmersdorf,Oct19,1.0,0,0,0,0,0,0,203.16000000000008
1,1,1206.0,1,1,69.84,1,apartment,10317,2.0,0,Lichtenberg,May19,2.0,0,0,0,0,0,0,228.0
0,1,1700.0,1,1,97.0,1,apartment,10965,3.0,1,Schöneberg,Sep18,5.0,0,0,0,0,0,0,300.0
0,1,861.2,0,1,81.4,0,apartment,12679,3.0,0,Marzahn,Feb20,38.0,0,0,0,0,0,0,210.20000000000005
0,1,725.08,0,1,70.31,0,apartment,12627,3.0,0,Hellersdorf,Feb20,32.0,0,0,0,0,0,0,223.08000000000004
0,0,486.77,0,0,53.02,0,apartment,12689,2.0,0,Marzahn,Oct19,35.0,0,0,0,0,0,0,123.76999999999998
0,1,1068.31,0,1,77.82,1,apartment,12557,3.0,0,Köpenick,Oct19,24.0,0,0,0,0,0,0,315.30999999999995
0,1,2420.0,1,1,130.0,0,penthouse,14193,3.5,1,Wilmersdorf,Feb20,16.0,0,0,0,0,0,0,320.0
0,1,679.47,0,1,55.83,1,apartment,12557,2.0,0,Köpenick,Feb20,23.0,0,0,0,0,0,0,177.47000000000003
1,1,2080.0,1,1,95.0,1,apartment,12051,3.0,0,Neukölln,Oct19,1.0,0,0,0,0,0,0,370.0
0,1,2357.0,1,1,108.0,0,apartment,12051,3.0,0,Neukölln,Oct19,133.0,0,0,0,0,0,0,417.0
1,1,1351.0,1,1,74.0,1,ground_floor,10557,2.0,0,Tiergarten,May19,2.0,0,0,0,0,0,0,201.0
0,1,1259.0,0,1,90.49,1,apartment,13629,3.0,0,Spandau,Feb20,30.0,0,0,0,0,0,0,310.0
1,1,896.66,0,0,77.97,1,apartment,12683,3.0,0,Marzahn,May19,2.0,0,0,0,0,0,0,195.66
0,1,690.0,0,1,41.78,1,apartment,13407,1.5,0,Reinickendorf,Feb20,61.0,0,0,0,0,0,0,130.0
0,1,872.72,1,1,56.06,1,apartment,12169,2.0,0,Steglitz,Oct19,5.0,0,0,0,0,0,0,200.72000000000003
0,1,1400.0,1,0,55.0,0,terraced_flat,10623,1.0,1,Charlottenburg,Feb20,120.0,0,0,0,0,0,0,0.0
0,0,999.24,0,1,75.78,1,apartment,13599,3.0,0,Spandau,Oct19,23.0,0,0,0,0,0,0,305.24
0,0,730.16,0,0,80.0,1,apartment,13593,3.0,0,Spandau,May19,46.0,0,0,0,0,0,0,310.16
0,0,850.0,1,0,43.0,1,apartment,10179,1.0,0,Mitte,Oct19,6.0,0,0,0,0,0,0,145.0
0,1,3115.0,1,1,178.0,1,apartment,10785,5.0,0,Tiergarten,Sep18,120.0,0,0,0,0,0,0,623.0
0,0,595.0,1,1,51.0,0,raised_ground_floor,13595,2.0,1,Spandau,Oct19,88.0,0,0,0,0,0,0,120.0
0,0,1025.0,0,1,82.24,0,apartment,12557,3.0,0,Köpenick,Oct19,120.0,0,0,0,0,0,0,232.0
0,1,899.0,0,0,72.9,0,apartment,13359,2.0,0,Wedding,Oct19,120.0,0,0,0,0,0,0,150.0
0,1,1149.0,1,1,97.0,0,apartment,12459,3.0,0,Köpenick,Sep18,116.0,0,0,0,0,0,0,100.0
1,1,2112.0,1,1,105.6,1,penthouse,10785,3.0,0,Tiergarten,May19,2.0,0,0,0,0,0,0,370.0
0,1,1079.0,0,0,50.79,1,apartment,13347,2.0,0,Wedding,Oct19,51.0,0,0,0,0,0,0,216.0
0,1,1062.45,1,0,63.17,0,roof_storey,14055,2.0,0,Charlottenburg,Oct19,51.0,0,0,0,0,0,0,185.45000000000005
0,0,907.0,0,0,66.74,0,apartment,10318,3.0,0,Lichtenberg,Sep18,114.0,0,0,0,0,0,0,172.0
0,1,686.29,0,1,59.36,0,apartment,13086,2.0,0,Weißensee,Sep18,93.0,0,0,0,0,0,0,187.29
1,1,1250.0,0,1,55.0,0,roof_storey,10117,2.0,0,Mitte,Feb20,1.0,0,0,0,0,0,0,143.0
0,1,570.15,1,1,29.03,1,apartment,12555,1.0,0,Köpenick,Feb20,2.0,0,0,0,0,0,0,87.14999999999998
0,0,3319.0,0,1,125.0,1,apartment,10117,3.0,0,Mitte,Sep18,4.0,0,0,0,0,0,0,569.0
0,1,1869.0,1,1,106.0,0,ground_floor,14109,3.0,1,Zehlendorf,May19,24.0,0,0,0,0,0,0,380.0
0,1,909.0,1,1,59.3,0,raised_ground_floor,12163,2.0,1,Steglitz,Sep18,118.0,0,0,0,0,0,0,79.0
0,0,1112.0,1,0,63.0,1,apartment,12209,2.5,0,Steglitz,May19,17.0,0,0,0,0,0,0,230.0
0,1,1000.0,1,1,85.0,0,apartment,13403,3.0,0,Reinickendorf,Sep18,56.0,0,0,0,0,0,0,200.0
0,0,1456.0,0,0,107.0,0,ground_floor,12459,4.0,1,Köpenick,Feb20,117.0,0,0,0,0,0,0,256.0
0,1,1500.0,1,1,87.82,1,apartment,10435,2.0,1,Prenzlauer Berg,Sep18,15.0,0,0,0,0,0,0,180.0
1,1,857.36,1,1,28.11,1,ground_floor,10625,1.0,0,Charlottenburg,Oct19,2.0,0,0,0,0,0,0,70.36000000000001
0,1,1565.56,0,1,88.3,1,apartment,12051,3.0,0,Neukölln,Feb20,103.0,0,0,0,0,0,0,265.55999999999995
0,0,846.0,1,1,50.77,1,apartment,12051,2.0,0,Neukölln,Sep18,29.0,0,0,0,0,0,0,135.0
0,1,959.97,1,0,67.24,0,apartment,12203,2.0,0,Steglitz,May19,60.0,0,0,0,0,0,0,220.97000000000003
0,0,1119.0,1,0,73.0,1,apartment,13187,1.0,0,Pankow,Feb20,110.0,0,0,0,0,0,0,220.0
0,1,563.17,0,0,62.23,1,apartment,12685,3.0,0,Marzahn,May19,40.0,0,0,0,0,0,0,190.17
0,0,856.44,0,1,73.3,1,apartment,12351,2.0,0,Neukölln,Feb20,55.0,0,0,0,0,0,0,198.44000000000003
1,1,3055.0,1,0,142.12,1,maisonette,10435,3.0,0,Prenzlauer Berg,Oct19,1.0,0,0,0,0,0,0,455.0
1,1,775.0,1,0,30.0,1,apartment,12105,1.0,1,Tempelhof,Oct19,1.0,0,0,0,0,0,0,135.0
0,1,798.0,0,1,75.56,0,apartment,12557,3.0,1,Köpenick,Oct19,35.0,0,0,0,0,0,0,153.0
1,1,1409.0,1,1,71.0,1,apartment,13158,3.0,0,Pankow,Oct19,1.0,0,0,0,0,0,0,273.0
0,1,697.73,1,1,72.46,0,apartment,13597,3.0,0,Spandau,Feb20,35.0,0,0,0,0,0,0,170.73000000000005
1,1,2251.0,1,1,79.05,1,apartment,10435,2.0,0,Prenzlauer Berg,Feb20,1.0,0,0,0,0,0,0,253.0
0,1,1154.0,0,1,87.39,1,maisonette,13467,2.0,0,Reinickendorf,Oct19,125.0,0,0,0,0,0,0,280.0
0,1,1322.0,1,1,53.0,1,apartment,10117,2.0,0,Mitte,Oct19,4.0,0,0,0,0,0,0,156.0
0,0,920.0,1,1,27.02,0,raised_ground_floor,10711,1.0,0,Charlottenburg,May19,61.0,0,0,0,0,0,0,120.0
0,1,904.7,1,1,66.88,0,apartment,12349,2.0,0,Neukölln,Oct19,25.0,0,0,0,0,0,0,303.7000000000001
0,1,4140.0,1,1,192.0,1,apartment,10785,4.0,1,Tiergarten,May19,8.0,0,0,0,0,0,0,640.0
0,0,489.0,0,0,34.0,0,apartment,13351,1.0,0,Wedding,Feb20,120.0,0,0,0,0,0,0,115.0
0,1,1031.59,0,0,77.81,0,apartment,12157,3.5,0,Schöneberg,Feb20,63.0,0,0,0,0,0,0,265.5899999999999
1,1,637.53,0,0,52.71,0,apartment,12524,2.0,0,Treptow,Sep18,3.0,0,0,0,0,0,1,137.52999999999997
0,1,810.0,1,1,68.04,1,apartment,12627,2.0,0,Hellersdorf,Oct19,23.0,0,0,0,0,0,0,201.0
0,1,2310.0,0,1,112.55,0,terraced_flat,10965,2.0,1,Kreuzberg,May19,120.0,0,0,0,0,0,0,330.0
0,1,986.0,1,0,72.75,1,apartment,13088,2.0,0,Weißensee,May19,110.0,0,0,0,0,0,0,149.0
0,1,3600.0,1,1,214.0,1,apartment,10407,5.0,0,Prenzlauer Berg,May19,3.0,0,0,0,0,0,0,650.0
1,1,1384.0,0,1,50.0,1,apartment,10785,2.0,0,Tiergarten,Oct19,1.0,0,0,0,0,0,0,160.0
0,0,1980.0,1,1,81.0,1,apartment,10963,2.0,0,Kreuzberg,May19,130.0,0,0,0,0,0,0,480.0
0,1,1218.0,0,0,72.99,1,apartment,14169,3.0,0,Zehlendorf,Oct19,28.0,0,0,0,0,0,0,333.0
0,1,1995.0,0,1,117.64,0,raised_ground_floor,12169,4.0,0,Steglitz,Feb20,41.0,0,0,0,0,0,0,350.0
0,1,895.0,1,0,74.0,0,apartment,12559,3.0,0,Köpenick,Oct19,23.0,0,0,0,0,0,0,160.0
0,1,1846.96,1,1,112.0,0,terraced_flat,14167,4.0,1,Zehlendorf,Sep18,20.0,0,0,0,0,0,0,390.96
0,0,800.0,1,1,36.0,1,apartment,10178,1.0,0,Mitte,Feb20,54.0,0,0,0,0,0,0,140.0
0,1,618.3,0,0,68.0,0,apartment,13053,3.0,0,Hohenschönhausen,Feb20,47.0,0,0,0,0,0,0,198.29999999999995
0,0,740.0,0,0,59.0,0,ground_floor,13409,2.0,0,Reinickendorf,Oct19,107.0,0,0,0,0,0,0,121.0
1,1,2800.0,1,0,165.0,1,roof_storey,10367,3.5,0,Lichtenberg,Feb20,1.0,0,0,0,0,0,0,350.0
0,1,1650.0,1,0,59.0,0,roof_storey,10245,2.0,0,Friedrichshain,May19,102.0,0,0,0,0,0,0,280.0
0,1,793.28,0,1,64.66,1,apartment,13189,2.0,0,Pankow,May19,23.0,0,0,0,0,0,0,190.28
0,1,679.0,0,0,64.0,1,apartment,13593,2.0,0,Spandau,May19,48.0,0,0,0,0,0,0,220.0
0,1,1390.0,0,1,103.31,0,roof_storey,13349,3.0,0,Wedding,May19,112.0,0,0,0,0,0,0,254.0
0,1,1099.0,0,1,87.98,0,apartment,12627,4.0,0,Hellersdorf,Oct19,21.0,0,0,0,0,0,0,240.0
1,1,2558.0,1,1,103.1,1,apartment,14195,3.0,0,Zehlendorf,Feb20,1.0,0,0,0,0,0,0,290.0
0,0,899.0,0,0,54.0,0,apartment,10961,1.0,0,Kreuzberg,Oct19,110.0,0,0,0,0,0,0,150.0
0,1,1074.59,1,1,74.45,1,apartment,12163,3.0,0,Steglitz,Oct19,39.0,0,0,0,0,0,0,325.58999999999986
